timestamp,load_mw,temp_c,humidity,wind_ms,rain_mm,outage,duration_min
2023-01-01 00:00:00,44.665255940375864,24.980126364631687,76.17044924521683,4.090472169056994,2.48953645530117,0,0.0
2023-01-01 01:00:00,46.66674457151419,26.18683045970166,52.295752008621214,4.044980495133194,1.1498806334802236,0,0.0
2023-01-01 02:00:00,55.42012786582316,28.720282896417718,71.43361530205829,2.0620465911551076,0.2780387886664309,0,0.0
2023-01-01 03:00:00,63.93897008109078,27.458854778461724,61.84858654060365,4.59864759359111,0.9361214448896029,0,0.0
2023-01-01 04:00:00,58.331426377391786,28.567607779775592,62.52194854234287,1.543142371751962,3.504960767317594,0,0.0
2023-01-01 05:00:00,60.32951691635516,30.86593202351782,40.29691418648599,2.3752274172223844,4.38634224245282,0,0.0
2023-01-01 06:00:00,70.07774925285666,29.40446506481614,37.97086646794281,3.4790026240919887,1.0282278922082464,0,0.0
2023-01-01 07:00:00,95.3373753468656,30.73016220877693,57.79434059732686,2.146433715297394,2.180259128721846,0,0.0
2023-01-01 08:00:00,87.15482132133371,31.029563001930903,62.46906063416612,3.2638190856793408,0.2235803515082797,0,0.0
2023-01-01 09:00:00,89.03662101698048,28.133738878991103,48.74802172262277,3.241076078803295,0.28246716700840946,0,0.0
2023-01-01 10:00:00,79.86459671125739,28.181362326575304,49.11306589523658,2.8129257300772794,3.0552193164620043,0,0.0
2023-01-01 11:00:00,45.029417309518834,25.14040294417275,65.61472629826133,3.8324005385905595,0.14529791947763154,0,0.0
2023-01-01 12:00:00,43.39149653314987,25.75473329806781,65.6285448045713,2.771639207342361,0.2120879380620745,0,0.0
2023-01-01 13:00:00,27.43890304998029,23.905328760474163,58.62258939612073,3.2315410688138058,0.5456734836018494,0,0.0
2023-01-01 14:00:00,23.557096012754542,22.973038282160214,67.80201721186074,4.146471877487903,0.8905847006570489,0,0.0
2023-01-01 15:00:00,25.22811190538389,20.81889402203187,48.25797704279854,3.7906862100258403,0.9258796059555795,0,0.0
2023-01-01 16:00:00,19.79702149795881,19.008789565510636,56.44065082913029,3.7860172908142085,0.34527729979695004,0,0.0
2023-01-01 17:00:00,24.434405312514702,20.673622933304163,76.47877605783674,1.8508203977832198,2.533431963207876,0,0.0
2023-01-01 18:00:00,57.64156479771364,17.936596847520544,60.68322129939818,3.524792575501322,2.466280097418817,0,0.0
2023-01-01 19:00:00,55.801650142861874,19.85302037631212,61.26312514586999,2.1215012090304954,0.4976923326429833,1,49.16617226615642
2023-01-01 20:00:00,72.1894209442387,21.61105484749778,83.0594658596774,1.7185850202219737,0.5696768273846115,0,0.0
2023-01-01 21:00:00,66.91066804915607,21.656363829940297,46.006578341512295,2.9282936537150315,1.212331362695218,0,0.0
2023-01-01 22:00:00,32.51932619875931,24.44834264478981,67.9643036664211,2.0957048133484104,1.0876601718460515,0,0.0
2023-01-01 23:00:00,29.881563342201986,24.731013927069167,76.639862798081,3.790617718839977,0.4817475437858283,0,0.0
2023-01-02 00:00:00,47.27808637737409,24.346101611674424,56.75142073501454,3.8145354596953243,0.5348523877644593,0,0.0
2023-01-02 01:00:00,55.730993850599745,26.32140860536404,68.59630786854846,1.097373763568558,0.42777044801348174,0,0.0
2023-01-02 02:00:00,54.24503211288849,27.452629297455562,50.17980502789095,2.17169746042311,0.2683828489051573,0,0.0
2023-01-02 03:00:00,66.02062571545932,26.95335714258661,53.13267604432649,1.5402133280820012,0.6127445922803841,1,79.80110267306503
2023-01-02 04:00:00,64.31731462609474,28.38972810243784,63.849664160476344,2.5373707234071095,1.159745835404213,0,0.0
2023-01-02 05:00:00,67.86004777681498,29.26886822446548,67.98566673110591,3.4551756698688245,1.3546666532172404,0,0.0
2023-01-02 06:00:00,66.99146693885301,27.963779497144063,71.20936512406246,2.7577119018216116,1.509021013489612,0,0.0
2023-01-02 07:00:00,108.57990744832605,29.877122599696982,75.69628586939493,2.4102407593328645,0.46957494266995153,0,0.0
2023-01-02 08:00:00,97.2530219519991,29.081055174269153,59.32553441444818,4.300176526813139,1.4466220027504446,0,0.0
2023-01-02 09:00:00,88.85358097895144,26.862640004621163,71.93611755172589,0.6951428274037115,0.006537639562835677,0,0.0
2023-01-02 10:00:00,94.11272456051594,27.904212865277334,56.57695156550851,4.236871893518225,0.6482693026823014,0,0.0
2023-01-02 11:00:00,49.07216265219531,27.009967970203565,69.02091311588268,2.4557117068445145,1.5794151408172221,0,0.0
2023-01-02 12:00:00,51.04431797502378,25.22703447886489,62.074887978521815,2.9218909898872103,0.994373147247075,0,0.0
2023-01-02 13:00:00,35.0252684785507,23.381836599278426,64.45677907081924,2.4726366622798914,0.6425740813442548,0,0.0
2023-01-02 14:00:00,33.35906975550785,23.091442151751856,64.23507874022037,4.542888105539118,1.0346295655379967,0,0.0
2023-01-02 15:00:00,36.84217055561467,22.144686454543958,43.95294990202188,1.7690215031947405,2.3745753430137206,0,0.0
